﻿Depart,Arrivée,Path,Order Path,Order Point,Code Ligne,Libelle Ligne,Nom Voie,Idreseau,Longitude,Latitude
87382473,87382481,"010",7,0,974000,Ligne de St-Cloud à St-Nom-la-Bretèche-Forêt-de-Marly,V1,353936,2.074934,48.866118
87382473,87382481,"010",7,1,974000,Ligne de St-Cloud à St-Nom-la-Bretèche-Forêt-de-Marly,V1,353937,2.070031,48.863245
87382473,87382481,"010",7,2,974000,Ligne de St-Cloud à St-Nom-la-Bretèche-Forêt-de-Marly,V1,353938,2.068564,48.863029
87382473,87382481,"010",7,3,974000,Ligne de St-Cloud à St-Nom-la-Bretèche-Forêt-de-Marly,V1,353939,2.061143,48.864387
87382473,87382481,"010",7,4,974000,Ligne de St-Cloud à St-Nom-la-Bretèche-Forêt-de-Marly,V1,353940,2.055423,48.865782
87382481,87382812,"0100",0,0,990000,Ligne de la grande ceinture de Paris,V1,354700,2.059325,48.871167
87382481,87382812,"0100",0,1,990000,Ligne de la grande ceinture de Paris,V1,354701,2.061419,48.870863
87382481,87382812,"0100",0,2,990000,Ligne de la grande ceinture de Paris,V1,354702,2.069139,48.872519
87382481,87382812,"0100",0,3,990000,Ligne de la grande ceinture de Paris,V1,354703,2.070034,48.873245
87382481,87382812,"0100",0,4,990000,Ligne de la grande ceinture de Paris,V1,354704,2.071521,48.874378
87382481,87382812,"0100",0,5,990000,Ligne de la grande ceinture de Paris,V1,354705,2.074908,48.876804
87382481,87382812,"0100",0,6,990000,Ligne de la grande ceinture de Paris,V1,354706,2.076376,48.877947
87382481,87382812,"0100",0,7,990000,Ligne de la grande ceinture de Paris,V1,354707,2.07765,48.879066
87382481,87382812,"0100",0,8,990000,Ligne de la grande ceinture de Paris,V1,354708,2.079192,48.881139
87382812,87366922,"0100",1,0,990000,Ligne de la grande ceinture de Paris,V1,354709,2.07943,48.882716
87382812,87366922,"0100",1,1,990000,Ligne de la grande ceinture de Paris,V1,354710,2.07721,48.885995
87382812,87366922,"0100",1,2,990000,Ligne de la grande ceinture de Paris,V1,354711,2.075144,48.88742
87382812,87366922,"0100",1,3,990000,Ligne de la grande ceinture de Paris,V1,354712,2.072873,48.889346
