CODE_LIGNE;LIBELLE_LIGNE;NOM_VOIE;IDRESEAU;X Debut (WGS84);Y Debut (WGS84);X Fin (WGS84);Y Fin (WGS84)
975000;Ligne de Paris-St-Lazare à St-Germain-en-Laye;V1;354023;2,227421573;48,9055564;2,219205547;48,90287513
975000;Ligne de Paris-St-Lazare à St-Germain-en-Laye;V1;354024;2,219205547;48,90287513;2,21690073;48,90215062
975000;Ligne de Paris-St-Lazare à St-Germain-en-Laye;V1;354025;2,21690073;48,90215062;2,215125162;48,90159818
975000;Ligne de Paris-St-Lazare à St-Germain-en-Laye;V1;354026;2,215125162;48,90159818;2,206143664;48,90160388
975000;Ligne de Paris-St-Lazare à St-Germain-en-Laye;V1;354027;2,206143664;48,90160388;2,205584327;48,90179331
975900;Ligne de Nanterre-Université à Sartrouville;V1;354073;2,205584327;48,90179331;2,202007843;48,90295215
975900;Ligne de Nanterre-Université à Sartrouville;V1;354074;2,202007843;48,90295215;2,197457417;48,90527353
975900;Ligne de Nanterre-Université à Sartrouville;V1;354075;2,197457417;48,90527353;2,196008209;48,90777827
975900;Ligne de Nanterre-Université à Sartrouville;V1;354076;2,196008209;48,90777827;2,195577117;48,91001834
975900;Ligne de Nanterre-Université à Sartrouville;V1;354077;2,195577117;48,91001834;2,193052634;48,91655289
975900;Ligne de Nanterre-Université à Sartrouville;V1;354078;2,193052634;48,91655289;2,192385588;48,91687553
975900;Ligne de Nanterre-Université à Sartrouville;V1;354079;2,192385588;48,91687553;2,190134811;48,91792629
975900;Ligne de Nanterre-Université à Sartrouville;V1;354080;2,190134811;48,91792629;2,189234742;48,91834679
975900;Ligne de Nanterre-Université à Sartrouville;V1;354081;2,189234742;48,91834679;2,188677238;48,91861426
975900;Ligne de Nanterre-Université à Sartrouville;V1;354082;2,188677238;48,91861426;2,186969267;48,91938299
975900;Ligne de Nanterre-Université à Sartrouville;V1;354083;2,186969267;48,91938299;2,183575601;48,92108843
975900;Ligne de Nanterre-Université à Sartrouville;V1;354084;2,183575601;48,92108843;2,181314815;48,92227953
975900;Ligne de Nanterre-Université à Sartrouville;V1;354085;2,181314815;48,92227953;2,17914215;48,92339893
975900;Ligne de Nanterre-Université à Sartrouville;V1;354086;2,17914215;48,92339893;2,176759161;48,92477746
975900;Ligne de Nanterre-Université à Sartrouville;V1;354087;2,176759161;48,92477746;2,174990233;48,92592548
975900;Ligne de Nanterre-Université à Sartrouville;V1;354088;2,174990233;48,92592548;2,173653877;48,92684374
975900;Ligne de Nanterre-Université à Sartrouville;V1;354089;2,173653877;48,92684374;2,172294014;48,92775465
975900;Ligne de Nanterre-Université à Sartrouville;V1;354090;2,172294014;48,92775465;2,170226879;48,92909481
975900;Ligne de Nanterre-Université à Sartrouville;V1;354091;2,170226879;48,92909481;2,168660219;48,9301214
975900;Ligne de Nanterre-Université à Sartrouville;V1;354092;2,168660219;48,9301214;2,16744044;48,93098909
975900;Ligne de Nanterre-Université à Sartrouville;V1;354093;2,16744044;48,93098909;2,166958132;48,93131455
975900;Ligne de Nanterre-Université à Sartrouville;V1;354094;2,166958132;48,93131455;2,166042077;48,93192059
990000;Ligne de la grande ceinture de Paris;V1;354690;2,062530725;48,84093031;2,0578804;48,84374764
990000;Ligne de la grande ceinture de Paris;V1;354691;2,0578804;48,84374764;2,054993997;48,84696922
990000;Ligne de la grande ceinture de Paris;V1;354692;2,054993997;48,84696922;2,053628024;48,8485244
990000;Ligne de la grande ceinture de Paris;V1;354693;2,053628024;48,8485244;2,052258158;48,85007808
990000;Ligne de la grande ceinture de Paris;V1;354694;2,052258158;48,85007808;2,048573987;48,85419537
990000;Ligne de la grande ceinture de Paris;V1;354695;2,048573987;48,85419537;2,048553033;48,85925516
990000;Ligne de la grande ceinture de Paris;V1;354696;2,048553033;48,85925516;2,050073762;48,86094858
990000;Ligne de la grande ceinture de Paris;V1;354697;2,050073762;48,86094858;2,051098905;48,86458102
990000;Ligne de la grande ceinture de Paris;V1;354698;2,051098905;48,86458102;2,050818083;48,86559772
990000;Ligne de la grande ceinture de Paris;V1;354699;2,050818083;48,86559772;2,059324584;48,87116658
990000;Ligne de la grande ceinture de Paris;V1;354700;2,059324584;48,87116658;2,061418685;48,87086302
990000;Ligne de la grande ceinture de Paris;V1;354701;2,061418685;48,87086302;2,069139094;48,87251866
990000;Ligne de la grande ceinture de Paris;V1;354702;2,069139094;48,87251866;2,070033717;48,87324488
990000;Ligne de la grande ceinture de Paris;V1;354703;2,070033717;48,87324488;2,071520664;48,87437804
990000;Ligne de la grande ceinture de Paris;V1;354704;2,071520664;48,87437804;2,074907737;48,87680394
990000;Ligne de la grande ceinture de Paris;V1;354705;2,074907737;48,87680394;2,076375996;48,87794694
990000;Ligne de la grande ceinture de Paris;V1;354706;2,076375996;48,87794694;2,077649651;48,8790658
990000;Ligne de la grande ceinture de Paris;V1;354707;2,077649651;48,8790658;2,079192165;48,88113948
990000;Ligne de la grande ceinture de Paris;V1;354708;2,079192165;48,88113948;2,079430302;48,88271582
990000;Ligne de la grande ceinture de Paris;V1;354709;2,079430302;48,88271582;2,077209534;48,88599492
990000;Ligne de la grande ceinture de Paris;V1;354710;2,077209534;48,88599492;2,075143895;48,8874202
990000;Ligne de la grande ceinture de Paris;V1;354711;2,075143895;48,8874202;2,072873256;48,88934598
990000;Ligne de la grande ceinture de Paris;V1;354712;2,072873256;48,88934598;2,07108702;48,89125178
990000;Ligne de la grande ceinture de Paris;V1;354713;2,07108702;48,89125178;2,070401042;48,89571326
990000;Ligne de la grande ceinture de Paris;V1;354714;2,070401042;48,89571326;2,071972566;48,89841442
990000;Ligne de la grande ceinture de Paris;V1;354715;2,071972566;48,89841442;2,072236239;48,89881762
990000;Ligne de la grande ceinture de Paris;V1;354716;2,072236239;48,89881762;2,072936238;48,90158213
990000;Ligne de la grande ceinture de Paris;V1;354717;2,072936238;48,90158213;2,072983802;48,90469586
990000;Ligne de la grande ceinture de Paris;V1;354718;2,158608415;48,93695602;2,16023868;48,93592521
990000;Ligne de la grande ceinture de Paris;V1;354719;2,16023868;48,93592521;2,161183659;48,93531844
990000;Ligne de la grande ceinture de Paris;V1;354720;2,161183659;48,93531844;2,163443858;48,93385696
990000;Ligne de la grande ceinture de Paris;V1;354721;2,163443858;48,93385696;2,165673449;48,93295353
975000;Ligne de Paris-St-Lazare √† St-Germain-en-Laye;V1;354011;2,263678219;48,90932636;2,259934916;48,91308004
975000;Ligne de Paris-St-Lazare √† St-Germain-en-Laye;V1;354012;2,259934916;48,91308004;2,255173326;48,91361672
975000;Ligne de Paris-St-Lazare √† St-Germain-en-Laye;V1;354013;2,255173326;48,91361672;2,252762683;48,91331608
975000;Ligne de Paris-St-Lazare √† St-Germain-en-Laye;V1;354010;2,263960936;48,90822434;2,263678219;48,90932636
975000;Ligne de Paris-St-Lazare √† St-Germain-en-Laye;V1;354009;2,270628373;48,90596144;2,263960936;48,90822434
975000;Ligne de Paris-St-Lazare √† St-Germain-en-Laye;V1;354018;2,243135039;48,910636;2,239037166;48,90933019
975000;Ligne de Paris-St-Lazare √† St-Germain-en-Laye;V1;354017;2,244519394;48,91108518;2,243135039;48,910636
975000;Ligne de Paris-St-Lazare √† St-Germain-en-Laye;V1;354016;2,246951647;48,91188149;2,244519394;48,91108518
975000;Ligne de Paris-St-Lazare √† St-Germain-en-Laye;V1;354015;2,252256338;48,91322793;2,246951647;48,91188149
975000;Ligne de Paris-St-Lazare √† St-Germain-en-Laye;V1;354014;2,252762683;48,91331608;2,252256338;48,91322793
